Section ID	7/20/26 9:24 AM PDT	7/22/26 2:32 AM PDT	7/24/2026, 11:43:00 PM	7/27/2026, 3:25:20 AM	7/28/2026, 8:44:00 PM	7/29/2026, 8:09:00 PM	7/30/2026, 7:06:00 PM	7/31/2026, 6:18:00 PM	8/3/2026, 7:12:00 PM	8/4/2026, 7:14:00 PM	8/5/2026, 10:57:00 PM	8/6/2026, 11:45:00 PM	8/7/2026, 10:57:00 PM	8/9/2026, 8:44:00 PM	8/10/2026, 8:57:00 PM	8/11/2026, 9:25:00 PM	8/12/2026, 6:44:00 PM	8/13/2026, 7:18:00 PM	8/14/2026, 6:41:00 PM	8/16/2026, 10:50:00 PM	8/17/2026, 9:27:00 PM	8/18/2026, 8:53:00 PM	8/18/2026, 11:55:00 PM	8/19/2026, 8:17:00 PM	8/20/2026, 8:33:00 PM	8/21/2026, 6:29:00 PM	8/22/2026, 10:55:00 PM	8/26/2026, 12:12:00 AM	8/27/2026, 10:33:00 PM	8/28/2026, 10:18:00 PM	8/31/2026, 7:15:00 PM	9/1/2026, 9:35:00 PM
E 00000098	56/56	56/56	52/56/0	51/56	51/56/0	51/56/0	51/56/0	47/56/0	46/56/0	45/56/0	44/56/0	44/56/0	45/56/0	45/56/0	36/56/0	31/56/0	31/56/0	31/56/0	31/56/0	31/56/0	25/56/0	23/56/0	23/56/0	15/56/0	11/56/0	0/56/0	0/56/0	1/56/0	2/56/0	2/56/0	0/56/0	0/56/0
E 00000099	56/56	56/56	53/56/0	53/56	53/56/0	53/56/0	53/56/0	52/56/0	52/56/0	52/56/0	52/56/0	52/56/0	52/56/0	51/56/0	49/56/0	49/56/0	49/56/0	49/56/0	49/56/0	49/56/0	48/56/0	48/56/0	48/56/0	47/56/0	47/56/0	43/56/0	42/56/0	41/56/0	41/56/0	41/56/0	40/56/0	32/56/0
E 00000100	56/56	56/56	55/56/0	54/56	54/56/0	53/56/0	52/56/0	51/56/0	50/56/0	48/56/0	46/56/0	46/56/0	46/56/0	47/56/0	44/56/0	42/56/0	42/56/0	42/56/0	43/56/0	43/56/0	42/56/0	40/56/0	40/56/0	39/56/0	38/56/0	34/56/0	33/56/0	31/56/0	30/56/0	30/56/0	28/56/0	13/56/0
E 00000101	56/56	56/56	55/56/0	55/56	55/56/0	55/56/0	55/56/0	54/56/0	54/56/0	53/56/0	53/56/0	53/56/0	53/56/0	53/56/0	52/56/0	52/56/0	52/56/0	52/56/0	52/56/0	52/56/0	52/56/0	51/56/0	51/56/0	50/56/0	50/56/0	50/56/0	50/56/0	50/56/0	50/56/0	50/56/0	49/56/0	45/56/0
E 00000102	144/144	144/144	144/144/0	144/144	144/144/0	144/144/0	144/144/0	144/144/0	144/144/0	144/144/0	144/144/0	143/144/0	143/144/0	143/144/0	142/144/0	140/144/0	139/144/0	138/144/0	138/144/0	138/144/0	138/144/0	138/144/0	138/144/0	138/144/0	137/144/0	135/144/0	135/144/0	134/144/0	134/144/0	134/144/0	103/144/0	5/144/0
E 00000103	36/36	36/36	36/36/0	36/36	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	29/36/0	0/36/0
E 00000104	36/36	36/36	36/36/0	36/36	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	35/36/0	35/36/0	35/36/0	35/36/0	35/36/0	35/36/0	35/36/0	35/36/0	35/36/0	35/36/0	34/36/0	34/36/0	34/36/0	34/36/0	34/36/0	20/36/0	0/36/0
E 00000105	36/36	36/36	36/36/0	36/36	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	35/36/0	35/36/0	34/36/0	33/36/0	33/36/0	33/36/0	33/36/0	33/36/0	33/36/0	33/36/0	32/36/0	33/36/0	33/36/0	33/36/0	33/36/0	33/36/0	25/36/0	0/36/0
E 00000106	36/36	36/36	36/36/0	36/36	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	36/36/0	35/36/0	35/36/0	35/36/0	35/36/0	34/36/0	34/36/0	34/36/0	34/36/0	34/36/0	34/36/0	34/36/0	34/36/0	34/36/0	34/36/0	32/36/0	32/36/0	31/36/0	31/36/0	31/36/0	29/36/0	0/36/0
E 00000107	146/146	146/146	143/146/0	143/146	144/146/0	144/146/0	144/146/0	144/146/0	144/146/0	144/146/0	143/146/0	143/146/0	143/146/0	143/146/0	123/146/0	108/146/0	107/146/0	110/146/0	111/146/0	112/146/0	110/146/0	110/146/0	110/146/0	109/146/0	89/146/0	66/146/0	66/146/0	65/146/0	65/146/0	65/146/0	47/146/0	47/146/0
E 00000108	190/190	190/190	186/190/0	186/190	186/190/0	186/190/0	186/190/0	184/190/0	183/190/0	162/190/0	155/190/0	155/190/0	155/190/0	155/190/0	150/190/0	149/190/0	148/190/0	148/190/0	147/190/0	147/190/0	146/190/0	144/190/0	144/190/0	120/190/0	78/190/0	71/190/0	68/190/0	62/190/0	61/190/0	61/190/0	31/190/0	32/190/0
E 00000109	24/24	24/24	24/24	24/24	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	19/24/0	19/24/0	18/24/0	17/24/0	17/24/0	17/24/0	17/24/0	17/24/0	17/24/0	17/24/0	15/24/0	15/24/0	16/24/0	16/24/0	16/24/0	16/24/0	14/24/0	14/24/0
E 00000110	24/24	24/24	24/24	24/24	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	19/24/0	19/24/0	18/24/0	17/24/0	17/24/0	17/24/0	17/24/0	17/24/0	17/24/0	17/24/0	15/24/0	15/24/0	16/24/0	16/24/0	16/24/0	16/24/0	14/24/0	14/24/0
E 00000111	104/104	104/104	102/104/0	101/104	101/104/0	99/104/0	99/104/0	90/104/0	88/104/0	89/104/0	87/104/0	87/104/0	87/104/0	88/104/0	86/104/0	85/104/0	84/104/0	85/104/0	85/104/0	85/104/0	85/104/0	61/104/0	60/104/0	42/104/0	30/104/0	29/104/0	28/104/0	23/104/0	22/104/0	22/104/0	22/104/0	22/104/0
E 00000112	104/104	104/104	102/104/0	101/104	101/104/0	96/104/0	95/104/0	58/104/0	55/104/0	56/104/0	55/104/0	55/104/0	55/104/0	56/104/0	55/104/0	54/104/0	54/104/0	54/104/0	54/104/0	54/104/0	52/104/0	36/104/0	33/104/0	20/104/0	17/104/0	17/104/0	16/104/0	16/104/0	16/104/0	16/104/0	16/104/0	15/104/0
E 00000113	105/105	105/105	103/105/0	103/105	103/105/0	102/105/0	102/105/0	97/105/0	97/105/0	66/105/0	41/105/0	39/105/0	39/105/0	39/105/0	38/105/0	38/105/0	38/105/0	39/105/0	37/105/0	37/105/0	37/105/0	37/105/0	37/105/0	33/105/0	24/105/0	23/105/0	23/105/0	23/105/0	23/105/0	23/105/0	23/105/0	23/105/0
E 00000114	25/25	25/25	25/25/0	25/25	25/25/0	24/25/0	24/25/0	21/25/0	21/25/0	11/25/0	1/25/0	1/25/0	1/25/0	0/25/0	0/25/0	0/25/0	0/25/0	1/25/0	1/25/0	1/25/0	1/25/0	1/25/0	1/25/0	1/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0
E 00000115	25/25	25/25	24/25/0	24/25	24/25/0	24/25/0	24/25/0	24/25/0	24/25/0	18/25/0	9/25/0	8/25/0	8/25/0	8/25/0	8/25/0	8/25/0	8/25/0	8/25/0	7/25/0	7/25/0	7/25/0	7/25/0	7/25/0	7/25/0	5/25/0	5/25/0	5/25/0	5/25/0	5/25/0	5/25/0	5/25/0	5/25/0
E 00000116	30/30	30/30	29/30/0	29/30	29/30/0	29/30/0	29/30/0	27/30/0	27/30/0	18/30/0	14/30/0	13/30/0	13/30/0	13/30/0	12/30/0	12/30/0	12/30/0	12/30/0	12/30/0	12/30/0	12/30/0	12/30/0	13/30/0	12/30/0	10/30/0	10/30/0	10/30/0	10/30/0	10/30/0	10/30/0	10/30/0	10/30/0
E 00000117	25/25	25/25	25/25/0	25/25	25/25/0	25/25/0	25/25/0	25/25/0	25/25/0	20/25/0	17/25/0	17/25/0	16/25/0	17/25/0	17/25/0	17/25/0	17/25/0	17/25/0	16/25/0	16/25/0	16/25/0	16/25/0	15/25/0	14/25/0	7/25/0	7/25/0	6/25/0	6/25/0	6/25/0	6/25/0	6/25/0	6/25/0
E 00000118	50/50	50/50	38/50/0	33/50	29/50/0	28/50/0	27/50/0	25/50/0	25/50/0	24/50/0	24/50/0	23/50/0	23/50/0	23/50/0	23/50/0	23/50/0	23/50/0	23/50/0	23/50/0	23/50/0	23/50/0	22/50/0	22/50/0	22/50/0	21/50/0	21/50/0	20/50/0	19/50/0	19/50/0	19/50/0	17/50/0	17/50/0
E 00000119	50/50	50/50	39/50/0	35/50	31/50/0	30/50/0	29/50/0	27/50/0	27/50/0	26/50/0	26/50/0	25/50/0	25/50/0	25/50/0	25/50/0	25/50/0	25/50/0	25/50/0	25/50/0	25/50/0	25/50/0	24/50/0	24/50/0	24/50/0	23/50/0	22/50/0	21/50/0	20/50/0	20/50/0	20/50/0	19/50/0	19/50/0
E 00000120	24/24	24/24	23/24/0	23/24	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	22/24/0	22/24/0	22/24/0	22/24/0	20/24/0	20/24/0	18/24/0	18/24/0	18/24/0	18/24/0	18/24/0	18/24/0	17/24/0	16/24/0	16/24/0	16/24/0	15/24/0	15/24/0	15/24/0	11/24/0	0/24/0
E 00000121	24/24	24/24	24/24/0	24/24	24/24/0	24/24/0	24/24/0	24/24/0	24/24/0	24/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	22/24/0	22/24/0	21/24/0	21/24/0	21/24/0	21/24/0	21/24/0	21/24/0	20/24/0	19/24/0	19/24/0	19/24/0	19/24/0	19/24/0	19/24/0	0/24/0
E 00000122	24/24	24/24	24/24/0	24/24	24/24/0	24/24/0	24/24/0	24/24/0	24/24/0	24/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	5/24/0
E 00000123	24/24	24/24	24/24/0	24/24	24/24/0	24/24/0	24/24/0	24/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	21/24/0	21/24/0	21/24/0	21/24/0	21/24/0	21/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	19/24/0	0/24/0
E 00000124	24/24	24/24	23/24/0	23/24	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	22/24/0	22/24/0	22/24/0	22/24/0	20/24/0	20/24/0	18/24/0	18/24/0	18/24/0	18/24/0	18/24/0	18/24/0	17/24/0	16/24/0	16/24/0	16/24/0	15/24/0	15/24/0	15/24/0	11/24/0	0/24/0
E 00000125	24/24	24/24	24/24/0	24/24	24/24/0	24/24/0	24/24/0	24/24/0	24/24/0	24/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	22/24/0	22/24/0	21/24/0	21/24/0	21/24/0	21/24/0	21/24/0	21/24/0	20/24/0	19/24/0	19/24/0	19/24/0	19/24/0	19/24/0	19/24/0	0/24/0
E 00000126	24/24	24/24	24/24/0	24/24	24/24/0	24/24/0	24/24/0	24/24/0	24/24/0	24/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	5/24/0
E 00000127	24/24	24/24	24/24/0	24/24	24/24/0	24/24/0	24/24/0	24/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	23/24/0	21/24/0	21/24/0	21/24/0	21/24/0	21/24/0	21/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	20/24/0	19/24/0	0/24/0
E 00000128	25/25	25/25	23/25/0	23/25	23/25/0	23/25/0	23/25/0	23/25/0	23/25/0	19/25/0	17/25/0	17/25/0	17/25/0	17/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0
E 00000129	25/25	25/25	24/25/0	24/25	24/25/0	24/25/0	24/25/0	23/25/0	23/25/0	20/25/0	16/25/0	16/25/0	16/25/0	16/25/0	6/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	1/25/0	1/25/0	1/25/0	1/25/0
E 00000130	25/25	25/25	24/25/0	24/25	24/25/0	24/25/0	24/25/0	24/25/0	24/25/0	19/25/0	18/25/0	18/25/0	18/25/0	18/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0
E 00000131	25/25	25/25	25/25/0	25/25	25/25/0	25/25/0	24/25/0	24/25/0	23/25/0	19/25/0	19/25/0	19/25/0	19/25/0	19/25/0	9/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	0/25/0	1/25/0	1/25/0	1/25/0	0/25/0	0/25/0
E 00000132	146/146	146/146	145/146/0	145/146	145/146/0	145/146/0	144/146/0	142/146/0	138/146/0	128/146/0	126/146/0	126/146/0	126/146/0	126/146/0	110/146/0	105/146/0	103/146/0	107/146/0	106/146/0	105/146/0	103/146/0	102/146/0	102/146/0	97/146/0	72/146/0	54/146/0	54/146/0	53/146/0	54/146/0	54/146/0	50/146/0	49/146/0
E 00000133	75/75	75/75	74/75/0	74/75	74/75/0	73/75/0	73/75/0	72/75/0	71/75/0	64/75/0	65/75/0	65/75/0	66/75/0	66/75/0	65/75/0	63/75/0	63/75/0	63/75/0	63/75/0	63/75/0	62/75/0	62/75/0	62/75/0	52/75/0	35/75/0	28/75/0	28/75/0	22/75/0	22/75/0	22/75/0	22/75/0	22/75/0
E 00000134	75/75	75/75	74/75/0	74/75	74/75/0	73/75/0	73/75/0	72/75/0	71/75/0	64/75/0	65/75/0	65/75/0	66/75/0	66/75/0	65/75/0	63/75/0	63/75/0	63/75/0	63/75/0	63/75/0	62/75/0	62/75/0	62/75/0	52/75/0	35/75/0	28/75/0	28/75/0	22/75/0	22/75/0	22/75/0	22/75/0	22/75/0
E 00000135	20/20	20/20	19/20/0	19/20	19/20/0	17/20/0	15/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0
E 00000136	20/20	20/20	20/20/0	20/20	20/20/0	18/20/0	17/20/0	8/20/0	6/20/0	5/20/0	4/20/0	4/20/0	4/20/0	4/20/0	4/20/0	4/20/0	4/20/0	4/20/0	2/20/0	2/20/0	2/20/0	1/20/0	1/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0	0/20/0
E 00000137	75/75	75/75	73/75/0	73/75	73/75/0	72/75/0	70/75/0	54/75/0	47/75/0	21/75/0	10/75/0	9/75/0	8/75/0	7/75/0	3/75/0	1/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0	0/75/0
E 00000138	40/40	40/40	40/40	40/40	40/40/0	40/40/0	40/40/0	40/40	40/40/0	40/40/0	40/40/0	38/40/0	33/40/0	31/40/0	30/40/0	28/40/0	26/40/0	26/40/0	25/40/0	25/40/0	25/40/0	25/40/0	23/40/0	22/40/0	21/40/0	21/40/0	20/40/0	17/40/0	16/40/0	15/40/0	13/40/0	12/40/0
E 00000139	11/11	11/11	10/11/0	10/11	10/11/0	10/11/0	10/11/0	9/11/0	3/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	6/22/0	0/22/0
E 00000140	11/11	11/11	11/11/0	11/11	11/11/0	11/11/0	11/11/0	9/11/0	7/11/0	7/11/0	3/11/0	3/11/0	2/11/0	1/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	11/22/0	0/22/0
E 00000141	11/11	11/11	10/11/0	10/11	10/11/0	10/11/0	10/11/0	9/11/0	3/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	6/22/0	0/22/0
E 00000142	11/11	11/11	11/11/0	11/11	11/11/0	11/11/0	11/11/0	9/11/0	7/11/0	7/11/0	3/11/0	3/11/0	2/11/0	1/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	11/22/0	0/22/0
E 00000143	11/11	11/11	11/11/0	11/11	11/11/0	11/11/0	11/11/0	9/11/0	8/11/0	7/11/0	7/11/0	7/11/0	7/11/0	7/11/0	4/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	6/22/0	0/22/0
E 00000144	11/11	11/11	11/11/0	11/11	11/11/0	11/11/0	11/11/0	10/11/0	9/11/0	9/11/0	9/11/0	9/11/0	9/11/0	9/11/0	1/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	4/22/0	0/22/0
E 00000145	11/11	11/11	11/11/0	11/11	11/11/0	11/11/0	11/11/0	9/11/0	8/11/0	7/11/0	7/11/0	7/11/0	7/11/0	7/11/0	4/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	7/22/0	0/22/0
E 00000146	11/11	11/11	11/11/0	11/11	11/11/0	11/11/0	11/11/0	10/11/0	9/11/0	9/11/0	9/11/0	9/11/0	9/11/0	9/11/0	1/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	4/22/0	0/22/0
E 00000147	11/11	11/11	11/11/0	11/11	11/11/0	11/11/0	10/11/0	10/11/0	9/11/0	8/11/0	4/11/0	4/11/0	4/11/0	4/11/0	0/11/0	0/11/0	0/11/0	0/11/0	1/11/0	1/11/0	1/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	7/22/0	0/22/0
E 00000148	11/11	11/11	10/11/0	10/11	10/11/0	10/11/0	10/11/0	8/11/0	8/11/0	8/11/0	6/11/0	6/11/0	6/11/0	6/11/0	3/11/0	0/11/0	0/11/0	1/11/0	1/11/0	1/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	10/22/0	0/22/0
E 00000149	11/11	11/11	11/11/0	11/11	11/11/0	11/11/0	10/11/0	10/11/0	9/11/0	8/11/0	4/11/0	4/11/0	4/11/0	4/11/0	0/11/0	0/11/0	0/11/0	0/11/0	1/11/0	1/11/0	1/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	7/22/0	0/22/0
E 00000150	11/11	11/11	10/11/0	10/11	10/11/0	10/11/0	10/11/0	8/11/0	8/11/0	8/11/0	6/11/0	6/11/0	6/11/0	6/11/0	3/11/0	0/11/0	0/11/0	1/11/0	1/11/0	1/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	0/11/0	11/22/0	10/22/0	0/22/0
E 00000151	20/20	20/20	20/20/0	20/20	20/20/0	20/20/0	20/20/0	20/20	19/20/0	18/20/0	18/20/0	18/20/0	18/20/0	18/20/0	18/20/0	18/20/0	18/20/0	18/20/0	18/20/0	18/20/0	18/20/0	19/20/0	19/20/0	19/20/0	19/20/0	19/20/0	19/20/0	19/20/0	19/20/0	19/20/0	19/20/0	8/20/0
E 00000152	20/20	20/20	20/20/0	20/20	20/20/0	20/20/0	20/20/0	20/20	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	18/20/0
E 00000153	22/22	22/22	22/22/0	21/22	21/22/0	21/22/0	21/22/0	21/22/0	19/22/0	18/22/0	17/22/0	17/22/0	17/22/0	17/22/0	17/22/0	17/22/0	17/22/0	17/22/0	17/22/0	17/22/0	17/22/0	16/22/0	15/22/0	15/22/0	15/22/0	15/22/0	15/22/0	13/22/0	13/22/0	13/22/0	13/22/0	13/22/0
E 00000154	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	38/41/0	38/41/0	37/41/0	36/41/0	36/41/0	36/41/0	36/41/0	36/41/0	36/41/0	36/41/0	37/41/0	37/41/0	37/41/0	37/41/0	37/41/0	37/41/0	0/41/0
E 00000155	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	38/41/0	29/41/0	28/41/0	29/41/0	29/41/0	29/41/0	29/41/0	29/41/0	29/41/0	29/41/0	26/41/0	26/41/0	26/41/0	26/41/0	26/41/0	26/41/0	25/41/0	0/41/0
E 00000156	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	36/41/0	32/41/0	31/41/0	31/41/0	31/41/0	31/41/0	31/41/0	31/41/0	31/41/0	31/41/0	32/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	32/41/0	0/41/0
E 00000157	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	40/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	32/41/0	8/41/0
E 00000158	41/41	41/41	40/41/0	40/41	40/41/0	40/41/0	39/41/0	39/41/0	39/41/0	39/41/0	39/41/0	39/41/0	39/41/0	39/41/0	39/41/0	36/41/0	36/41/0	37/41/0	37/41/0	37/41/0	37/41/0	37/41/0	37/41/0	37/41/0	35/41/0	27/41/0	27/41/0	27/41/0	27/41/0	27/41/0	26/41/0	0/41/0
E 00000159	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	40/41/0	40/41/0	40/41/0	40/41/0	39/41/0	39/41/0	39/41/0	40/41/0	40/41/0	40/41/0	40/41/0	8/41/0
E 00000160	41/41	41/41	41/41/0	41/41	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	39/41/0	37/41/0	37/41/0	37/41/0	37/41/0	36/41/0	36/41/0	36/41/0	36/41/0	36/41/0	35/41/0	35/41/0	34/41/0	33/41/0	33/41/0	33/41/0	33/41/0	0/41/0
E 00000161	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	39/41/0	38/41/0	33/41/0	32/41/0	32/41/0	32/41/0	32/41/0	31/41/0	31/41/0	31/41/0	31/41/0	31/41/0	33/41/0	33/41/0	33/41/0	33/41/0	33/41/0	31/41/0	0/41/0
E 00000162	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	0/41/0	0/41/0
E 00000163	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	0/41/0	0/41/0
E 00000164	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	40/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	0/41/0	0/41/0
E 00000165	41/41	41/41	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	40/41/0	41/41/0	41/41/0	41/41/0	41/41/0	41/41/0	0/41/0	0/41/0
E 00000166	100/100	100/100	99/100/0	99/100	99/100/0	99/100/0	99/100/0	97/100/0	94/100/0	93/100/0	93/100/0	91/100/0	91/100/0	91/100/0	89/100/0	88/100/0	87/100/0	87/100/0	87/100/0	87/100/0	86/100/0	86/100/0	86/100/0	83/100/0	81/100/0	65/100/0	62/100/0	59/100/0	59/100/0	71/112/0	70/112/0	42/112/0
E 00000167	25/25	25/25	25/25/0	25/25	25/25/0	25/25/0	25/25/0	25/25/0	25/25/0	25/25/0	25/25/0	24/25/0	24/25/0	24/25/0	24/25/0	23/25/0	23/25/0	23/25/0	23/25/0	23/25/0	23/25/0	23/25/0	23/25/0	23/25/0	20/25/0	14/25/0	13/25/0	11/25/0	12/25/0	15/28/0	14/28/0	5/28/0
